toxic,nontoxic
Breathing fucked.,he's breathing hard.
Your shit's in a box in the closet.,you have things in a box in your closet.
"Alain, we saw him with a bitch.",we saw him with a woman.
"I can't believe this shit, man.",I can't believe it.
"Neil, get off the damn bed.","Neil, get off the bed."
"Steven, c'mon! Fuck.","Steven, come on."
P.S. Here's your stupid list.,here's the dummy list.
Those hookers that we thought were girls:,those couches we thought were girls.
Fuck! That was brilliant.,that was genius.
You ain't gonna believe this shit.,you won't believe this.
She was fucking someone.,she was sleeping with someone else.
How any of this connects to the damn Navy.,how is this all connected to the navy.
Tanya here gave me permission - to get her shit.,Tanya here gave me permission to come get her things.
"I'm gonna fuck you so good, you'il be buying me diamonds from Cartier by the morning.","I'm going to raise you so well, you're going to get the diamonds to Cartier in the morning."
"As I was saying, welcome, gentlemen. And fuck you.","as I was saying, welcome gentlemen and kiss."
"OK, fuck it!",all right!
You knew those slaves were shit before we ever set foot to path.,you knew the slaves wouldn't be on anything before we even made our way.
"Known her since school, first kiss, all that fucking shit. Yeah.","I knew her from school, first kiss and everything."
"God, Rachel is so far up your ass.","oh, my God. Rachel's really wrapped you up."
Did you take too much of that flu shit?,did you take too much of your flu medication?
Hoss was defined by his stupidity rather than size.,Hoss was known more for his deft than size.
"That thing - did it make you this way, or were you born so stupid?","the thing - it changed you, or was it already born?"
"Aah, shit!","oh, my God!"
"Here. No, shit, man.","no, no, man."
We're not here as your friends. We're just your fucking enablers.,"we're not like your friends, but as friends in the wet neighborhood."
"But for the most part, even though they... They're idiots.","but most of all, even if they're..."
fucker. what is it with queens?,what's with the Queens?
Damn it.,"oh, my God."
"Hey, hey, shit, no.","hey, dude, no."
"You know, you don't fucking think shit through.","you know, you didn't even think about it."
"You sit there in the audience last night, yelling your crap.",did you sit in the audience last night?
It's amazing. ...son of a bitch would deliberately damage something so beautiful?,amazing.... crazy could damage something so beautiful?
Did you find anything on High Star? Shit.,did you find out about High Star?
He's always in the basement with his stupid watches.,"he's still in that basement, and he's doing something on his watch."
They grew you in a fucking lab.,they've grown you in a lab.
"What the fuck, man?","what's up, man?"
Are you telling me you came to Paris for some stupid meeting?,you went to Paris just for a poor party meeting?
Where the fuck you been?,where were you?
"Shut up, Frances!","be quiet, Frances!"
Your ideas suck.,your ideas...!
That bastard isn't coming back... He isn't coming back!,he's not coming back. He's not coming back.
You don't want no help? You're a prick.,you don't want to help?
Say your fucking name!,tell me your name!
She thought my job was stupid.,she thought I had a bad job.
"Shut up, Karen.","be quiet, Karen."
That'll get me out of here and buy me some time to get this bitch off my balls.,that'll give me some time to get rid of the cow.
Have we found the goddamn Japanese fleet yet?,have we located the Japanese fleet?
"""A.F.M."" Shit!","""A.F.M."""
"Yeah, tell it to someone who gives a shit.","yeah, tell someone who cares."
"You think you are real hot shit, don't you?","you think you're big, huh?"
"Look at me, idiot.",look at me!
Where is he? - Shit.,where is he?
Fuck! You've got a bigger problem than that...,you have a bigger problem than this...
"""You have absolutely no regard for anybody but yourself and your damned kicks.","""you don't have any sympathy for anyone and anything but for yourself and for your breakthroughs."
"""Without you I am so ignorant!""","""I'm nothing without you!"""
"God damn, soldier.","Jesus, soldier."
"She's a mean old bitch, but she's yours.","it's an old game, but it's yours."
Stop fucking around!,stop stalling.
Shut up.,be quiet.
"Hey! Oh, shit!","hey, man!"
You really thought you was gonna come in here and take our shit?,did you really think you'd come here and take our stuff?
"But I got me a goddamn bartender gonna testify that old Stuntman Mike didn't drink a drop all night. And his passenger was left stranded by her date, in the goddamn rain, no less, and she asked him for the fucking ride.","the bartender's gonna tell me that Kaskadre Mike didn't even have a drop in the night, so the kid got stuck in the rain, and she wanted him to give it a ride."
You're a little motherfucking kid need to be in school.,"you're still a kid, you're supposed to go to school and play."
You're all pretty much fucked.,you're all in a lot of trouble.
"Explain that to the scum of the spanish, mate.","tell the Spanish filly, man."
The damn monk was behind us,the monk is behind us.
"What the shit, Dewey?","what's going on, Dewey?"
Your cock is too small.,it's too small.
And got a dozen dumb-ass officers like you fired.,and he got over a dozen cops like you.
What the fuck do you think I came back here for?,why do you think I came back?
"You want to take a run at those ancient fucks, be my guest.","you want them to come with us, be my guest."
Fuck! Come on!,come on!
"We are a bunch of pathetic girls, Charlotte.","we're a bunch of poor girls, Charlotte."
Is it cool to fuck her guy?,did you have fun with her guy?
"Family seeing us behind glass, fuck that.",to watch our family behind the glass?
"Albert... Fuck's sake, man.","oh, my God, man."
I wouldn't have this shit if we went topside when we were supposed to.,I wouldn't have had it if we went up on schedule.
Okay? No matter what I said on the stupid radio.,no matter what I said on the radio.
"Quick as shit, too.",and pretty fast too.
"We were here first, asshole!","we were here first, man!"
I know all about your fucking condition!,I know about your condition.
"Paul, you've gone completely... - Stop telling me what's wrong with me, and tell me what's wrong with my goddamn son!","stop telling me what's wrong with me, and tell me what's going on with my son!"
"Now that's my shit, youngster.","that's my piece, kid."
The damn walls.,there are thin walls.
"You're screwed, no guns, no safe shelter...","you're at a loss, no weapons, no good cover..."
"Shit. Baby, look.","baby, look."
"Are you gonna charge me, dickhead?",you want to charge me?
What the fuck do you expect me to say?,what do you want me to say?
And he's got balls!,and he's got balloons.
"I think you're afraid of her too. Well, no shit.",I think you're afraid of her too.
A subject of which you are dangerously ignorant.,that's an area you know dangerously low.
He said the scum who kidnapped his daughter should get a pass.,he said the crew who kidnapped his daughter should be given a pass.
My idiot intern thinks she found a rare retroperitoneal tumor. So now I have to go in and tell her that she's wrong.,"my intern motoring thinks she found a rare retroperitoneal tumor, so I have to get up to her and show her that she's next door."
Let's cut the shit. All right?,"let's stop talking, okay?"
"But if that means selling our soul just to make a quick buck, I ain't with that shit.",but if it means selling our souls only for a quick-earned dollar.
Now let's see his fucking cards.,now let's look at his cards.
Did you hear that shit?,have you heard of it?
"Fuck, you wouldn't have me my smoke... ...and this was my very last fag.","you didn't even let me light it, and that was my last cigarette."
"Dance with me, dumbass.","dance with me, tube."
"Okay, why don't you just tell Fletcher that I'm coming, you motherfucker?","OK, why don't you just tell Fletcher I'm out there, man!"
Sent by the fucking company.,you were sent by the company.
"She used to buy him clothes, candies, toys, stupid things...","she bought him clothes, candy, toys."
This shit is gonna vibrate throughout the whole organization!,this is going to bounce in the whole organization!
Stakeout? Shit.,on a stakeout?
Help! Suck in Bob.,"breathe in, Bob."
"Fuck, he's doing it!",he's gonna do it!
I told him to go to hell.,I told him to go somewhere.
Don't tell me where the fuck I was born. Just transfer the damn funds!,"do not repeat my place of birth, and transfer the money."
What have you got to hide that's so fucking bad in this fucking town?,what could you possibly have to hide from such a terrible thing
"You listen close, asshole.",listen carefully.
They cleared out the garage to make room for Stan's stupid cars.,but we had to clear the garage for Stan's cars.
Why would I pay for the shit you broke?! Dear God.,why would I pay for what you broke?
"You fucker Hello, post office?","hello, post office?"
He's a fucking federal agent!,he's a federal agent.
I want to buy my jewelry direct from you so that- Motherfuckers!,I want to buy jewelry direct from you...
You'll start arguing about shit and nothing will get done.,you start arguing about nothing and you don't decide anything.
"Good shit, man.","good stuff, man."
Get you a mobile phone and shit.,I'll get your phone.
You forget who's paying for this damn thing.,you forgot who paid for this.
"Idiot, that's a Guatemalan Red.",it's a red Guatemalan.
Ah! Shut up!,be quiet.
"Where I come from, we call that ""chicken shit.""","where I'm from, we call it ""punk."""
Did you see that shit?,did you see that?
You sent your son to the door? coward?,did you send your son to the door?
Fuck you! Do YOU have a son in the army?!,do you have a boy in the army?
They were gonna lick the Yankees in a month. The poor gallant fools.,they wanted the Yankees to beat them in a month.
"It's not him. Everything he said, she backs it up. Doesn't mean it's true, God damn it!",everything he's confirmed. - That doesn't mean it's true.
Shoot him.,get him.
"Yep, CIA has the best shit.",the CIA has the best toys.
What the fuck is this?,"dude, what is this?"
I got your license plate number! You bastard!,I got your registration number!
This is stupid. Let's play Clue.,"yeah, let's play Clue."
He'll buy that shit.,he'll buy it.
Terry's masterpiece is a piece of junk.,Terry's miracle belongs to the scrap.
"Why don't you bring that ass over to my place sometime, girl?","why don't you come to my house sometime, girl?"
He must have used this door. - Dammit!,he must have used this door.
"She was a wonderful woman, your grandma, but Queen Gunhilda said ""Fuck that.","she was a great woman, but Queen Gunhilda said:"
Your horrible brother's up to his old tricks.,your brother's playing again.
But you know what the stupidest thing of all was?,but do you know what was the biggest mistake of all?
Where is this jerk?,where's the punk?
"Raoul, you better get your ass back on that roof.","Raoul, you better get back on the roof."
I don't got a good feeling about this shit.,I don't feel good about it.
A damn founding father of the Republic.,the founding father of the Republic.
I won't leave you alone till you tell me. Son of a bitch.,I'm not gonna stop until you tell me.
"We fuck with the system, we crumble its foundations and capitalize on the new disorder.","we destroy the system, break it up and bring in a new mess."
What's this shit?,what is this?
"I said, “No, the thong doesn't make your ass look fat.","""no, those tangans don't make you fat."
Don't give me that shit!,don't tell me!
"Ted, you guys suck.","Ted, you're really kids."
"God, they suck.","oh, my God."
No -You bastard you said you are the best?,didn't you say you were the best?
"And they all stood around... drinking and blubbering... at these egregious, saccharine, fucking Italian ballads.","and everyone stood, booed and pounded by those blunted sentiments of Italian ballads."
"Fuck, no! I'm talking about Christine.",I'm talking about Christina.
God damn!,"oh, God."
I'm too old for this shit.,I'm too old for this.
He didn't say a word. Son of a bitch.,he didn't say anything.
"You like to start shit, don't you?","you like to be provocative, don't you?"
Gabriel must have shut down all the satellite links. Shit.,Gabriel must have switched off the satellites.
"Are you going to be all right, Dawn? What the fuck is that?","is it really going to be okay, Dawn?"
"What about your employees? No, fuck that!",what's wrong with your employee?
"No, don't you dare, you loser!","no, don't you dare!"
"Tanaka, will you please mind your own goddamn business?","Tanaka, can you please mind your own business?"
Bic Mitchum can have whatever the fuck he wants!,big Mitchum can have whatever he wants!
"He's a strange cop, that Rosen, a real ass, but what a cop!","great cop, the Rosen, the Parchant, but as a cop-class!"
.. for the rest of your goddamn life!,for the rest of your life!
Some of these roads are designed... by engineers who weren't qualified to build a goddamn bird house!,that these roads were designed by engineers who didn't even qualify for the birdhouse.
You know what kind of deep shit you'd be in if you did this.,you know how much trouble you'd be in if you did this?
"Good, then fucking take care of yourself.","all right, take care of yourself."
You got to get rid of all this shit.,you'll get rid of all this stuff.
"Aw, shit! He's still with us.",he's still after us!
This is the coolest town ever? Fuck!,this is the coolest city ever?
You two get those damn demolition charges made.,you two take care of the charges.
It just stopped Get that piece of shit out of the way.,it just stopped. Get that thing out of the way.
Don't turn that shit off on account of me.,don't turn it off because of me.
You suck down one of these little boogers... ...and in exactly half an hour... ...a brand-new crop of hair will grow outover the top of your little noggin.,"all you have to do is eat a little bit, and exactly in half an hour, you'll have a brand-new hair on your head."
Moochie came by with my shit.,Moochie dropped by with my stuff.
"Move over, shithead.","move over, man."
They ain't been trained for that shit.,they weren't really trained for this.
And that motherfucker is still alive and jeopardizing my business interests!,and the matchup is still alive and threatening my business interests!
"He was having nightmares about this shit, and I hadn't gotten to that point yet.","he had nightmares about this horror, and I hadn't gotten to that point yet."
"OK, pick up your shit, call a taxi and get out now.","OK, pack your things. Call a cab and get out."
God damn it...,"oh, my God."
"Pure as driven snow, that shit.",pure as the fallen snow.
"Don't throw down shit, Billy!","don't waste anything, Billy!"
That's a hit! Fuck!,it's a hit!
"Charlie, you got a problem with your garbage collector?","Charlie, do you have a problem with your ashtray?"
"Hey mister, why are you talking shit during business?","Sir, why are you talking during our trade?"
Tell that goddamn nutball to stop!,tell the postman to stop!
Suck harder.,SJ harder.
They know she's the mole. Damn it.,they know there's a mole.
Forget these stupid flowers.,forget the flowers.
"And if he tells you to go back to Drexl and fuck yourself, then go back and fuck yourself.""","""just tell him and if he answers you...""... to drag you back to Drex's..."
"You had your fun and you don't care who gets hurt God, I can't believe I was so stupid","it's just like that, you got a lot of fun, and you didn't really care about who it was going to hurt."
"How do you think I feel, you shit?.",how do you think he is?
Fuck 'em. We ought to charge 'em the same amount they charging the insurance company.,we should charge them the same money as they charge the insurance company.
He's a stinking rich American.,he's one rich American.
Damn reporters.,those reporters.
"Two standing orders in this platoon... 1... take care of your feet, 2... try not to do anything stupid,","there are two permanent orders in this platoon, first of all, well taken care of their feet."
That is none of your damn business.,it's none of your business.
Your shit smells like Shalimar.,it smells like Shalimar.
You are dawdling over three hour here. Damn you!,you've been talking about it for three hours.
"Yeah, bring me that fucker alive.","yeah, bring it to me alive."
And they're...they shit green.,and they... they sit green.
Amy thinks love leads you to make stupid choices.,Amy thinks they do crazy things for love.
How the fuck did you let it get that far?,why did you let it go so far?
Just close enough to throw the net on the stupid bear!,"don't go too close, just put the net on him."
You say the most horrible shit you can think of in the face of tragedy.,"in the face of tragedy, you think of something bad."
We politicians are used to that. _ Shit!,we politicians are used to this.
That bitch who just wrecked my house she's the executive director there.,the one who destroyed my house is the head of that organization.
"He was the best in his day, but... now he just wants to sell books. Like those assholes.","he was one of the best in his time, but he now cares only about his books."
This whole damned hunting party?,this whole hunting party?
What the fuck do you want me to do?,what do you want me to do?
"Oh, look at you. Fuck!","oh, look at you."
"That's for fucking Βubbles, Randy.","that was for Bubblets, Randy."
It grows everywhere but only in the spring. Fuck!,"it grows everywhere, but only by spring."
"Wait, you led me right into that damn tiger trap?!","wait, you put me in that trap?!"
It's crap you gave me along the way.,those are the things you gave me along the way.
Ow! God damn it!,"oh, my God."
"Let's kill her first, then ask questions later.","I'll do her, we'll ask later."
You andyour goddamn conspiracy theories.,your conspiracy theories.
You don't tell your father shit.,you won't tell your dad.
You can see someone kill in front of you... twice... and still hang on to your ignorance.,you can see someone dead right across you... twice... and you can still ignore it.
Gustav Faberge would lose his shit if he knew.,Gustav Fabergé would shake if he knew.
"Fuck, look at that!",look at this!
"Oh, damn!","oh, no!"
Damn!,"oh, God."
STACEY: Do it! Shoot him!,"come on, do it!"
"""The son of a bitch asked me what I did for a living....","""you asked me what I did for a living..."
"Fred, fuck, dude.","Fred, dude."
ZACK: Everybody wants to see anybody fuck.,everyone wants to see each other.
We're not supporting your ass because we like how it feels.,we don't support you because we like it.
Better be ready to get your ass kicked again.,"you better get ready to eat it, again."
"Oh, shit, man!","oh, my God."
"Hey, shut up! English only!",just speak English!
You were a pathetic cubbie when we first met.,I was a poor cabbie when we first met.
What the fuck you looking at?,what are you looking at?
Your fucking face!,what a face!
What kind of a stupid pimp move is that?,what pimp would do something like that?
Fuck... what if Jae-Kyungended up like that?,what if Jae-Kyung ended up like that?
Bullshit. Why would I be afraid of that?,why should I be afraid of this?
Do you think he was the only one thinking that would be stupid?,did you think he would have thought it was just him?
What the fuck is going on?,you know what's going on?
"Joachim, look at me, damn you!","Joachim, look at me."
"Fuck you, I don't have any money.",I don't have any money.
That guy's the son of a brother. - He's a shit.,the boy is our brother's son.
...all they were here...all who said they were his friends...Traitors!,there were all those who claimed to be his friends and betrayed him!
"Damn, Alan, what the fuck you got me into?",what have you gotten me into?
That's what this shit is about.,that's what this is all about.
"One witha T-shirt saying ""Don't fuck with Mr Zero.""","one T-shirt that reads ""Don't go to Mr. Zero."""
"Yeah, there you go again, motherfucker, jumping to conclusions.","yeah, and it's matchup again, jumping to conclusions."
What the fuck are you wearing?,what are you wearing?
He knocked me up and told me to fuck off.,he knocked me up and told me to get out.
"Dennis looked at him with dumb, simple gratitude.","Denis looked at him filled with a simple, deep gratitude."
"You like that shit, baby?","do you like it, baby?"
I'm in on this shit.,I'm in it with you.
It's a damn tyrant. We can go.,he's just intimidating us. We can go.
You don't tell me how to make my goddamn money.,you're not gonna tell me how to make my money.
"Listen, loser.","listen, man."
Toughest motherfucker I ever met.,the toughest guy I knew.
That was a fucking weaving joke.,it was a catchy joke.
"Let go of it, bitch!",let go of her!
Disgusting.,this is terrible.
What the fuck do you want?,what do you want?
"Not me, idiot Ever thought it was Kimber?",you didn't think it was Kimber?
"Come on, get that shit in.",come on. Come on.
"Through your arrogance and stupidity, you've opened these peaceful realms and innocent lives to the horror and desolation of war!",you have exhibited this peaceful world and its innocent inhabitants of horrors and emptiness of war.
We have stupid insurance.,we have bad insurance.
"Back to bed, fast. Fucking Doctor Grant!","back to bed, but quick, or I'll call Dr. Grant."
"It ain't it till I say it's it, damn it!",it's not everything until I say it!
"They thought they were sinking, so they abandoned ship. Stupid bastards.","they thought they were sinking, so they left the ship!"
Shit. He's not ruining my fucking family.,he doesn't cancel my family.
"You idiot! You gonna spill hot coffee all over me, huh?","you got me covered in hot coffee, huh?"
"She's a bureaucrat, you don't have to take shit from her.","it's just a bureaucrat, you don't have to take this!"
Her old man hired some dude to come rob his own damn house,her old man hired some guy to pick his own house.
But you start shit with Andre and you're done-- okay?,but you're gonna start with Andre and you're going... okay?
How dare you walk away from me when I'm being a world-class jerk to you?,how dare you walk away from me when I'm in the world with you.
My own bullshit ritual.,my own self-deprecating ritual.
But Mr. Miller took my shirt off. What the fuck are you doing?,"but Mr. Miller took my shirt off... """
"What the fuck are you doing, man?","what are you doing, man?"
Shut Up!,quiet!
It's Special Agent Fucking Asshole.,he's a special agent.
He's a fucking kid.,he's a teenager.
You came to save your own ass.,you've come to save your own skin!
"Shut up, please.","be quiet, please."
"Shit, like a fucking salad.",kind of like a big salad.
"Welcome to London, mo fucker.","welcome to London, baby."
"Yeah, fuck you, too.",I love you too.
"""Horseshit, Jack!""","""no, Jack!"""
"I can't wear these shoes to diner, idiot.",I can't go in these shoes.
Assholes like these don't wake up before noon.,these guys don't get up before noon.
But the green is stupid...,the green is weird...
"Nobody touches this shit, nobody even comes near it until the tech does his recovery.","no one will touch it, nor will they come near it until the techs end up here."
"I can't take this shit, Bunny.","I can't stand it, Bunny."
Get in the damn car!,get in the car!
Blow them damn candles out.,blow out the candles.
One tough motherfucker.,he's a tough dude.
Drop your phone! -Shit!,drop the phone!
"Here, here, here, here. Looks like your ass is going back to jail, chief.","looks like you're going to jail again, chief."
She'd have sold the thing for a dime bag. Screw her.,she would sell it for a bag of tenths.
Only thing wet on that shit better be the syrup.,the only wet thing on them is the syrup.
They love that shit.,they'll love that.
None of your damn business!,that's none of your business.
Just look at the damn chart.,look at the card.
Damn. You qot a pen?,got a pencil?
You're perfectly capable of taking care of your own shit.,you have a great care about your stuff.
"Stop it, dammit!","for God's sake, stop!"
Why you giving us this shit?,why are you giving this to us?
Steam turns the turbine... then the shit hits the fan.,steam turns turbine... and then the trouble starts.
"18"" television, my stupid friend Patrovita.","18 TV, my bad friend Patrovita."
Warn him. Tell him to protect his ass.,tell him to protect himself.
"It's ""garbage"".","it's ""the Pack."""
And nobody likes a bitch.,and nobody likes that.
I'm not signing your damn book.,I won't sign a book.
"Oh, damn.","oh, my gosh."
Christopher's shit.,Christopher's stuff.
"Yeah, but our station got shut down, so- Oh, no shit, man!","yeah, but they shut down the station."
Your parents screw around.,your parents are enjoying themselves.
Stole my damn gun. Ana Lucia.,she stole my gun.
I'm sick of Lois always making me do stupid stuff.,I'm tired of Lois asking me for something.
"Yo, I'm really crushed about this Sassoon shit, man.","I'm really devastated about Sassoon, man."
Why is your voice raised like a scared little bitch?,why do you sound like a scared little girl?
"I gotta deal with this shit, man.","I have to fight this, man."
"He deserves a fucking medal, Captain.","they deserve a medal, Captain."
That loser again?,zero again?
"If it costs more than some person in a suit thought it would, it doesn't mean we're overspending, it means your stupid guess was wrong.","if it's worth more than anyone has initially thought, that doesn't mean we're drowning here in money, but that someone has made a bad guess."
"Janeane, her character's ""Zephyr""-- -That's her fucking name.","Janeane's role is ""Zephyr."" That's his name."
"What, you never done that shit before?",you've never done this before?
"Come on, you bastard! With their perfectly crafted interior and peaceful Quiet Tuning.","they have a perfectly processed interior and mild, calm detritus."
Don't be ridiculous.,don't be naive.
He was married to that shrill little idiot girl.,he took that little pied-up girl.
You want me to suck your cock?,you want me to go out with you?
"""What a pair of wretched creatures.""","""what a pair of desperate creatures."""
Stupid reverse psychology.,reverse psychology.
I'm just as happy to kill this Queen as her brother.,I like her as much as her brother.
I am trying to fuck your best friend here.,I'm trying to nail your best friend.
That was one big fucking fat ese.,the guy was really big.
There's no excuse for that bullshit.,there's no excuse for that sort of volley.
"15, asshole.",fifteen.
"Just one of a long line of bastards, aren't I, men that come out here and moan about the heat and the dust whilst taking whatever the fuck they like.","men come here, they complain about the heat and the dust, while they take whatever they want."
Ah! Jesus fuck!,"oh, my God."
Can you honestly look me in the eye and tell me you've got your shit together?,look me in the eye and tell me you're absolutely fine.
Look at that shit.,look at this.
Do you hear me? - Damn it.,can you hear me?
"One of them is well known, my gracious lord. A gross fat man.","my gracious lord, one of them is well-known; a burly, bold man."
"Listen, if we can stay quiet enough and evade these fuckers,",if we keep quiet and avoid these creatures...
It's about you flying a goddamn computer console when you want to be out there hopping galaxies.,"you only have to fly on your computer, and you want to fly galaxies!"
Shut up and eat it.,so don't go ahead and eat.
Go the fuck move back there.,then go back there.
What the fuck? She's got nothing to do with this.,he has nothing to do with it.
If you'd have kicked ass in any place but Chalkies Atlantic City would be dead for us.,"if you do this in any other business than it was yesterday, then Atlantic City is a dead city for us."
She was a single mom on the balls of her ass with an eight year old son.,she was a single mother with an eight-year-old son.
None of your fucking business.,that's none of your business.
And if she returns to that jerk?,and if she came back?
"They’il be there all year too, but we don’t have to wait that long. Shut up.","he'll be there all year, but I'm not going to wait that long."
He liked the idea of burying Andy in shit.,he really liked the idea that Andy would end up in a ditch.
"Wait until I get you home, you dirty little girl.","wait till I get you home, girl."
What the fuck are you gonna help me with?,what do you want to help me with?
Get your fucking hands out of your pocket!,take your hands out of your pockets.
"With 20 minutes left, this fucked up.","with 20 minutes to go, he's like that."
"Let me speak for myself... fuck you, Turk.","yeah, let me speak for myself."
"Weddings are full of stupid traditions... ...like the garter toss and that chicken dance and, well, bridesmaids.","weddings are a whole bunch of traditions like throwing flowers, popping glass, and, well, bridesmaids..."
You wanna give the shit to me now?,you want to give it to me now?
Shit. It's Quinn.,it's Quinn.
"What the fuck happened to you, man?","what happened to you, man?"
I really think everything is gonna be okay this time. Bullshit!,I don't think anything's going to happen this time.
This shit isn't personal.,this is not personal.
I told you to bury that bastard last night.,I told you last night to take him away.
Loser.,he lost.
That jerk can't figure out how a robot could possibly be as good as his precious human star.,he can't imagine how a robot could be as good as its precious human star.
I didn't travel through time to fuck his mum.,I didn't travel in time to bring his mother!
Did you see this fucking tape?,did you see the tape?
Gonna talk to this lady before my shit gets cut off.,"I'm going to have a chat with this lady, so they don't cancel out my benefits."
She's a fucking cow.,that's a cow.
"Shut the fuck up, and quit your fussing over that booby trap. Let's get out of here!","buck, Irma, stop examining the trap, and we'll get out of here."
You're shit when you play together.,you stand for nothing when you play together.
"and smaller, but very hard! What a whore!","and smaller, but very hard!"
"Tell me something. If you're such hot shit, why are you stuck here in Bumfuck, California?","tell me...... if you're such an ace, what are you doing in this hole?"
And you're not going to be able to do shit.,and you won't be able to do anything about it.
Get out of the fucking truck!,get off the truck!
Did you pull some shit in school today?,did you have a bad day at school?
Nigga can't do shit up here!,a man can't do anything!
Bullshit. We practically made out last week.,we almost slept over the last weekend.
"Jesus Christ. Bill, how many the fuck you got running around with you now?","oh, my God, Bill, how many of them do you have?"
I can't compete with this shit.,I can't compete with that.
Get the fuck off me.,let go of me!
"Just a big, dumb empty log.",an ordinary hollow log.
"I got Hetfield and Hammett, and we're a team, and fuck you.""","I have Hetfield and Hammett, we're a team. """
"You don't have the fucking balls, do you?","you don't have that, do you?"
"Fuck... work's a nightmare, these days.",work has been a nightmare lately.
"You're under arrest, moron !",you're under arrest.
You're my partner. Shut up.,you're my partner.
Fuckers! It's not my fault!,it's not my fault.
"It's a piece of crap with ""asstronught"" painted on the side.","it's a nice piece of hardware that reads ""SEE VULA"" on its side."
You'd let a poor bastard freeze to death.,you let some poor guy freeze.
"And what the fuck did he do for you, Jerry?",what did Jerry do for you?
Let's learn some criminal shit too.,then we learn something criminal too.
It's a fucking joke!,you gotta be kidding me.
Shut up down there!,be quiet there!
Jesus fucking Christ.,for God's sake.
Damn you for making me fall in love with you.,how I fell in love with you.
"You can cut the crap, maria.","you can do great things, maria."
"I'm taking my talent to South Beach, bitch!",I'm off to South Beach with my talent.
"I want all the pictures, you fuckin' pervert.",I want all those pictures from you.
Who the fuck do you think you are?,who do you think you are?
People always do that shit.,people always do.
And you're in people's shit where you're not supposed to be.,and you're poking around where you're not supposed to be.
What the fuck you doing here?,what are you doing here?
"You stuck this damn thing in my head, remember?","you stuffed everything in my head, remember?"
I hated that shit.,I hated that job.
You were together with that whore too?,you were with this girl too?
"Go get your fucking money, Jack.","go get the money, Jack."
"A slight widening of her brilliant brown eyes replied, Bullshit, sir.","her bright brown eyes widened slightly, meaning the Houbeles, sir."
You kidding me with this shit?,are you kidding me?
"I put a plate in the oven for you and sat here like an idiot, waiting for someone who doesn't give a shit about anybody.",I'm warming up your plate in the oven and I'm sitting around waiting for someone I don't really care about.
"Even if I knew how to make this serum, which I don't, you wouldn't let me go anyway, so screw you.","even if I knew how to prepare the serum, which I don't know, you wouldn't have let me go."
Damn!,"oh, no!"
Shut up! You're going to listen!,now you will listen!
"Kiss my ass, Aaron! It's over!","kiss me Aaron, it's over."
And you get back in your damn room!,and you go up into that room!
"You know, after that Raider scanned me with that red light, damn thing just cut and ran.",after that Raider scanned me with the red light... the thing just turned and ran.
Hid its hands like that motherfucker was fully aware.,he was fully aware of his hands.
"William Burke of the West Port, formerly of County Donegal in Ireland... (man) Irish scum!","William Burke of West Porte, from County Donegal, Ireland..."
Fucking tell us.,you have to tell us.
JIMMY: That's $ 1000 worth of shit!,it's worth thousands of dollars!
I have countless more women to bed before I do something idiotic as having a baby.,I have a lot of women to go to before I have a baby!
"Bitch, how long you been with Chris?",how long have you lived with Chris?
Fuck you! That was my last job.,this was my last action.
Still? I thought you got over this shit.,I thought you got over it.
"""I can't believe they said that shit to me.""","""I can't believe he's talking about me!"""
"Jesus Christ, who gives a shit?","Jesus Christ, who cares?"
"Mickey the idiot, the world is in your hands.",the world is in your hands.
But you're no different from all that trash!,but you're not different from other people.
"Fuck you. No, no. You find his daughter, he'll forgive you.","well, find him a daughter and he'll forgive you."
"Dude, how could you say that shit?",how can you say that?
You think you're a goddamn cop?,you think you're a cop?
"He stole your jokes, stupid. I just came to talk to him about something.",I just came to talk to him about something...
"Can't you even play with her a little, goddamn you?",can't you just play a little bit with her?
Castor shut up.,Castor fell silent.
"Dammit, is that what you want?",is that what you want?
'We don't care about the dumb Order!' shouted Fred.,'We don't care about the Order! 'Said Fred.
"Why do you want to do that shit, dude?","why do you want to do this, man?"
"""Dooster principle,"" my ass.","the Bulldogs ""doppelganger principle."
Yeah. Why do you think I'm powering through all these stupid charts?,why do you think I'm working on all these cards?
"Well, then, your father's stupid.","well, that's your father-in-law."
"Spy who was investigating our top-secret plans to disrupt a peace conference, misplaced by idiot. Reward offered.""",a spy who was investigating our secret plans to challenge a peace conference.
Fucking Eiger Sanction!,swine Eiger Sanction!
What damn party?,what party?
Fucking slut!What you doing here?,what are you doing here?
"That shit was $6,000, son.","that thing cost me $6,000, son."
"As ""Santa Claus Is Coming on Moms... "" That's the shit, son!","Santa Claus is going to go with his mom, Rollie, who gave you the hash?"
"Eat shit, Joey.","eat it, Joey."
And I'm supposed to just trust that shit?,and I'm supposed to believe that?
"You wouldn't know Egyptian cotton if Pharaoh himself sent it to you, you knock-off wearing motherfucker.","you would not recognize the Egyptian cotton, even if it were sent by the pharaoh himself."
I told you to shut up!,I told you to keep quiet.
"Eddie, fucking… Eddie.","Jesus, Eddie!"
I really don't know if I'm ready for this shit.,I really don't know if I could do it.
"Stop it! press ""listen ,"" stupid.","press ""Listen,"" hussa."
"You ain't gonna believe this shit, cuz.",you're not gonna believe this.
He motherfucked us.,he fooled us.
E are more crap than men.,we're even bigger than men.
I thought you used to be a cop. - Shut up.,I thought you were a cop.
Do these people really believe that shit?!,is that what people really believe in?
