toxic,nontoxic
The girls actually falls for this shit?,is the girls really going for it?
"You open that damn door, you understand me?","open the door, you know what I mean?"
Fuck!,Jee!
"Well, you asshole... You got the damn telegram on you. Take it out and look.","dude... you took the telegram to yourself, so take him out and take a look yourself."
What are you losers doing?,what are you doing?
You know there ain't no antidote for this shit.,you know there's no antidote.
"Dude, what's up with the gingerbread house? You look ridiculous.","what's with the gingerbread house, man?"
"Idiot, I do not need 20 bucks.","dude, I don't need 20."
"Why you do this shit, man?",why are you doing this?
"Pretty stupid, huh?","pretty bad, huh?"
Who told you? me? stupid,who said that?
What crap did he tell his wife?,what did he tell his wife?
Look at this fucking hat.,look at the hat.
Is this a fucking joke? What the fuck?,is this a bad joke or what?
I don't wear that shit.,I don't wear it.
Son... of... a... bitch!,son of a... son!
I can't handle hearing any more of your bullshit.,I don't want to hear any more of this.
Fuck! He'll be here.,he's going to be here!
I can't listen to this shit anymore.,I can't listen to it anymore.
"Fuck you, I don't need your validation.",I don't need your confirmation.
"What the fuck, Tina?","what's this, Tina?"
That's CIA crap.,that's what the CIA does.
Think you can throw me off my shit?,you think you can take me out of the game?
"Cheers, bitches!","cheers, lads!"
Just sell the fucker fast.,just sell the apartment real quick.
What are you going to do about it with your goddamn binoculars?,how do you want to do this with a telescope?
All that shit.,all these things.
"Then you are fucked, that's how it is.","well, that's what it is."
"Well, tell Ramona to get her some, damn you.","come on, tell Ramona to give her some."
"Hey, listen, motherfucker...","listen, dude, I..."
"What are you doing, you fuckers?",what are you doing?
Hold on. Shit!,hang on.
What the fuck is this place?,what kind of place is this?
Fuck. What's the matter with you?,what's the matter with you?
"Stupid, my pail, my boy's gonna be president.",my boy will be the president someday.
"Hooyah, no, instructor Rolle. Bullshit!","hooyah, no, instructor Rolle!"
I don´t recall asking your dumb ass for an explanation.,I don't remember asking you for an explanation.
"Sorry, sir. - Stupid lad!","excuse me, Mr. Pitts!"
"That shit was classic, dude.","that was awesome, man!"
What kind of pathetic fuckin' excuse is that?!,what kind of excuses are they?
He had an intuitive grasp of machinery; he could handle it the way certain idiots savants can multiply and divide seven-digit numbers in their heads.,he had an intuitive talent for the machines; he treated them as some Singaporeans multiplied and separated seven-digit numbers.
"Wait till you see those goddamn bats, man. \xB6 Minel",wait till you see the gourmet bats.
"It's not your house, dumb-ass!",it's not your house!
"If he wants to get blown up, that's his damn business.","if he wants to get fired, that's his thing."
"You do that to me again, and I'll kick your ass!","you do it again, and you will!"
Fuck. - You're gonna like it.,you're gonna love this.
They're asking money for this crap?,they want money for the gun?
Damn you!,blimey!
"Cisco, where the fuck are you?","Cisco, where do you stand, man?"
I thought it was a nine. Shut up!,I thought it was a nine.
Idiot. There's a storage shed near the back.,there's a warehouse in the back.
The fuck you know about my family?,what do you care about my family?
"What are you doing, fool?",what are you doing?
"See? - I said a dollar, bitch!",I told the dollar.
"This asshole dealer, you happen to remember his name, what he looks like?",do you happen to remember the name of the dealer he looked like?
That's exactly why I want the piece of shit.,that's why I want him there.
"Let the robot get your damn bags, honey.",let the bags bring you the bags.
I say shut up!,I said quiet!
What the fuck you want?,what do you want?
"Go get 'em, Mr. Solomon. - You idiot!","show them, Mr. Solomon!"
He said you screamed at him. - Fuck Lavin.,he said he was yelling at him.
"Oh, you're being cute, you little shit.","you're really nice, you know."
"Yeah, I told 'em... and that is exactly what I'm going to tell... this fucking asshole right now.","of course he did, and that's what I'm gonna say to this guy right now."
"Hey, you wanna see something stupid?","hey, you want to see something really amazing?"
Fuck. you think there's room?,you think there's room?
But that shit cost money.,but it cost money.
Life's too short for this shit.,life is short for this.
"If it's Green,I'll bury that bastard.","if that's Green, then it's over."
Bitch you wanna play?,you want to play?
"We did more jobs and I saw more money than you can ever count, so fuck you!",we've done a lot of business and money more than you can count.
"Stupid thing and have to start thinking about your security protocols, do not you think?","rather than thinking about your security protocols, don't you think?"
Fuck you. - What did you say?,what did you just say?
My dad's gonna blame me for that shit.,Papa will be here for me.
"What the fuck, man?","what have you done, man?"
"It's hot, I feel like I'm cooking in this fucker... ...and I gotta hear shit out of you?","it's hot, I'm almost cooking, and you're gonna tell me something like that?"
"Hey, why are you bringing in the apples? To eat, you overgrown idiot.","hey, why are you bringing the apples here?"
And the look on that fool's face when you running up in him.,and the expression in his face when you deal with him.
"What are you doing, you fucking maniac? Hi!","what are you doing here, man?"
She basically gave me so much shit... that finally I got my shit together.,she gave me so much when I finally took off.
No blame from now on about that shit.,"from now on, we don't blame anyone."
'Didn't know!' Idiot!,he didn't know!
"You help yourself first. Bullshit, Teresa.","you, first of all, you're helping yourself."
The village idiot used to call us that.,that's what they used to call us in the village.
What's your name? -Shit.,what's your name?
That's a stupid idea.,this is a bad idea.
"What the fuck, man?",what is this?
There's another one. Shit he married one.,"another one, he's even taken one."
That is fucked up!,that's messed up!
You go over there and talk to your pals-- You sick fuck.,go over there and talk to your friends.
You couldn't hit that shit last night with a paddle.,"Chavvie, you couldn't do it last night."
"Sounds stupid, doesn't it?","sounds bad, doesn't it?"
you've found your hero. It was stupid.,you meet a guy and you think you found your hero.
I had enough of this shit!,I've had enough!
Nobody cares about that shit.,nobody cares about that.
"Fuck face - Big Eddie, how's it going?","big Eddie, how you doing?"
"No, fuck off! OK?","no, pull up, ok?"
"Now listen to me and listen good, you dumb sonovabitch robot!","now you listen to me, and you listen to me."
What are you bastards doing?,what are you doing here?
"You call yourself a friend, you bastard.",you call yourself a friend?
Enough! Cocks fuck me!,that's enough!
What the fuck's going on? I came to meet you. What the fuck's going...,"what's the matter, I came to meet with you?"
"You're being... Oh, fuck!",you're being...
I don't believe this shit.,I don't believe it.
Bullshit! He's hiding something and you know it.,"he's hiding something, and you know it."
You fucking those girls?,did you see any of the girls?
What kind of moronic plan is that?,what kind of plan is this?
I know who the fuck you are.,I know who you are.
"I mean, all these fucking idiots calling me Uncle Dave,","you know, they all call me Uncle Dave."
Do you know how expensive this shit is?!,any idea how expensive that is?
"Hey, man, we are gonna win the shit out of Sundance with this shit, man.","dude, we're going to win something for Sundance."
"At first, I thought they deserved what they got, for being so ignorant.",at first I thought they got what they deserved.
Just pick out a damn suit!,just pick a bathing suit!
"Oh, no, no, fuck that off.","no, no, no, no, no, no."
Bullshit. Who did this to you?,who did this to you?
What the fuck Dave?,"what's going on, Dave?"
"This is nature, bitch.","this is nature, man."
You don't have to translate on that shitty American any more.,you don't have to translate for anything more.
How could they've made such a stupid mistake?,how could they have made such a mistake?
"Love them kind of bitches, baby.",I love these poor little girls.
Get the shit and let's go. Now!,pick it up and let's go.
"Fuck, you've got a new pump!",I see you have a new pump.
Want your job back-- - Shit.,you want your job back?
Fucking tourist!,I'm a tourist.
"Regular shit, that's all.","usual worries, that's all."
Get that shit in the bag.,put it in the bag.
Fix that shit now!,fix it right now!
What the fuck are you doing?,what have you done?
It's dog shit. - It's a space movie in the Middle East.,it's a sci-fi film in the Middle East.
"Oh you stupid couch, she thought.","oh, the couch, she thought."
I'd respect you more if you could admit that shit.,I would have respected you more if you had confessed.
"You help yourself first. Bullshit, Teresa.","you, first of all, you're helping yourself!"
"See, he thinks that he has an extension on the midterm, but, thanks to a certain someone-- me-- he doesn't,: he's such an idiot.","he thinks he's taken the test, but thanks to one person - he hasn't done that to me."
Fuck! where have you been?,where have you been?
Atticus makes us say this shit.,Atticus wants us to say this.
"You gained two pounds, Andrea. Fuck that.","you have gained a pound, Andrea."
"Shut up! Oh, my God, what do you want?","oh, my God. What do you want?"
"It wasn't her fault, Camero. Fuck you!","it wasn't her fault, Camero."
I know something you don't know. Shut up!,I know something you don't know!
"Oh, fuck!","oh, God!"
Fuck you!,you go!
Who's stupid idea was that anyway?,who had such a bad idea?
"I've always worked alone, and I'm still around... so fuck off, Jack.","I always work alone, and I still live, as you can see."
Let that shit go?,I'll let it go?
"No, you're right. Okay, fuck!","no, you're right."
I never understood how anybody so educated could be so dumb.,I never understood how someone so educated could be so sophisticated.
You shouldn't pull that crap in frontof your father's business associates.,you know he shouldn't be doing this kind of thing...... before your father's business partners.
I really gotta drink some more of that shit.,I guess I'll have to drink a little more.
"Cos I'm your superior officer and I fucking well told you to, you insubordinate cunt!","because I'm your supervisor, and you do what I tell you."
Shut Up !,quiet!
Then what your dumb ass break up with her for?,then why did you break up with her?
So full of shit. RABBl: Few people knew and truly understood Jack as well as this man.,"few people really knew and understood Jack, like this man."
"The house inspections and the winery tours and the office barbies with your project manager makes any stupid, boring girlfriend!",a tour of the house and a visit to the vineyard...... office barbies and your fellow managers.
"And I don't want my shit getting destroyed, capisce?","and I don't want it to be destroyed, you know?"
"Watch it, asshole!","watch out, man!"
"You hear that, bitches?",do you hear that?
"Not me, idiot Ever thought it was Kimber?",you didn't think it was Kimber?
Brand-new piece of shit TV.,brand-new huge television.
"What the fuck, Paulie?","what's the matter, Paulie?"
You big idiot. I wouldn't be holding this ring if it weren't for you.,I wouldn't be holding this ring right now if he wasn't for you.
"I'll bet you it's that fuck, Kearney.",I bet Kearney's in on it.
Who the fuck are you talking to?,what are you talking about?
"Damn, Nasir, what happened?","Nasir, what happened?"
Show me your fucking hands!,I want to see your hands!
All your rich fuck friends.,all those rich friends of yours.
You believe this fucking guy?,can you believe it?
"Well, the more fucked you are, the more fucked you are.","all right, the more you are, the more you are."
"What the fuck, mom?","what are you doing, Mom?"
That was the most fucked up thing you've ever done to me.,that was the coolest thing you ever did to me.
"What's your fucking problem, man?",what is your problem?
"The flight plan, please. You asshole!","please, the flight plan."
I know. And those evil sons of bitches know it too.,"I know, and the bad guys know it too."
"The thing about it is if I could go back, I'd do the same thing to those pieces of shit again.","the thing is, if I could turn back my time, I could do the exact same thing."
Did you see that stupid look on their faces?,did you see the look on their faces?
Shut up.,quiet.
"Fuck up, and it's Amanda and her life.",it's Amanda and her life.
Where'd you get this shit?,where'd you get this?
"Manning this fucking post, lieutenant.","I'm defending this position, Lieutenant."
We don't have time for your personal shit.,there's no time for personal items.
The military promised... ...and now they are welshing on that damn compact.,the military promised... and now they want out of that contract.
"What are you fucking at, man?",what are you doing?
"Come on, give me your hand, stupid.",come on. Give me your hand.
"Damn, tom.","I mean, Tom."
"Just do what you've gotta do to cover your ass, Bill.","do what you have to do to have your back, Bill."
What is this idiot talking about?,what is he talking about?
See those two idiots over there?,you see those two guys over there?
And yet you found room for a twentypage wad of Pam's stupid peer review!,"but on a 20-page debits rating from Pam, you found a spot!"
That's your fucking job.,that's your job.
No. Came here to have breakfast with you duper-faced fucks.,"no, I'm going to have breakfast with you guys."
"The devastating impact of the duo can also be seen with their hit song... ...""Shut Your Fucking Face, Uncle Fucker.""","the influence of this Canadian duo is evident in her new songs, ""Hold your hold, Uncle Domar."""
What the fuck are you doing?!,what are you doing?
"""Nice day, isn't it?"" What an idiot!","""what a nice day, isn't it?"""
"That didn't stop me one bit, fuck them!",and they didn't stop me!
"Yeah, but stupid is so much more fun.","yeah, but it's so much more fun."
Since you brought that bullshit tape in.,when you brought the tape.
"Yeah, and whose fault is that? - Fuck you.","yeah, and whose fault is that?"
"Who are you fucking with, Rocco?","what are you playing at, Rocco?"
"Fine, the slut is yours.","all right, she's yours."
"Suck on that, Lucy.","bring it on, Lucy."
Gregor and Laisa exchanged a long and remarkably idiotic look.,"Gregor and Laisa exchanged a long, remarkable look."
"What the fuck, Ro?","what's going on, Ro?"
Find your horizon and fuck off over it!,find your horizon and get out!
Then answer the goddamn question.,then answer the question.
So would you all please fuck off?,so can you get everybody out?
What the fuck are you saying?,what do you mean?
"Goodbye, sucks. Your son I leave that message for 60 seconds.",your son left this message 60 seconds ago.
"Number one, tell her she won some shit, and then there's no shit.","we tell her she's won something, and she doesn't win anything."
Look at this shit must stop.,this has got to stop.
Idiot! You haven't heard the best yet.,you haven't heard the best.
That's an easy bullshit answer.,that's an easy answer.
"My microwave... my tamale steamer, my grill... you fucking pendejos!","my microwave, my machine heater, my grill..."
Where did you learn that kind of crap?,where'd you learn this?
Donna come on over here and show my buddies your nice fat ass.,"Donna, come and show my friends your nice back spot."
Have to buy that shit.,I had to buy things.
You think men invented this stupid system?,do you think men would invent such a thing?
"No, you don't do that shit.","no, don't do that."
How do you expect to get your own place if you can't keep a job Do not give to me this shit.,how do you want to get an apartment if you don't keep your place for three days?
White trash?,a white packet?
What the fuck you doing?,what are you doing?
What kind of idiot drinks decaf anyway? What is the point?,"anyway, what does a magora drink without caffeine?"
"Hang on, I have it, what is it, stupid.","wait, I have him where I put him, Jesus."
What the fuck did you do?,what have you done?
You idiot! Cut up a perfect gem?,cut the perfect jewel!
Where do you get this shit?,where'd you find that?
"Drink fast, get stupid, lose money.","drink quickly, make money."
Come on. You don't do that shit with your wife.,that kind of thing doesn't do with your wife.
The guy who raised you was a cold-hearted jerk.,the guy who raised you was a no-brainer.
"All right, all right! Fuck off!","all right, all right!"
"What are you waiting for, bastards?","what do you expect, supplicants?"
Remember that stupid thing I told you about Sean?,remember what I said about Sean?
"Lily was so fed up with not getting anywhere, maybe winning this race was just what she needed. Idiot!","Lily was so upset about the constant failure, maybe winning that race was what she needed."
"The shit ain't free, nigger.","it's not free, man."
You all are fucked!,you're finished!
You know what these morons are actually telling us don't you?,"you know what they really want to say to us, aren't they?"
"You know, I didn't wanna call you - but it's been a couple hours now. - Fuck him.","you know, I didn't mean to call, but it's been a couple of hours."
"He was an idiot to cheek his own soul, since he knew it was fifty-fifty and would remain so until his trial period in this office was done.","after all, his soul is in an exact balance, and he will remain until his trial period is over."
"Who the hell gave you my number, fool?","who gave you my number, man?"
What's this shit?,what's going on?
Jesus fucking Christ!,for God's sake.
What do you have to do to make people trust you?! Shut up.,what do you have to do to trust these people?
"All kinds of shit, man.",things of all kinds.
That's what the fuck I'm talking about.,that's what I'm talking about.
What the fuck did you do?,what have you done?
You know exactly what the fuck you are doing.,you know what you're doing.
"Will you listen, damn it?",are you listening to me?
I know what it's like to have that shit written about you.,I know what it's like to write stuff like that.
By bringing him here you put this whole job in shit.,you've endangered the whole thing by bringing him here.
P.S. Here's your stupid list.,here's the dummy list.
Fuck you and fuck Joe!,and Joe's with you!
Which dumbass ordered it?,who ordered this?
Fuck Lionel.,by Lionel.
"Marty, what's with this shit?","Marty, what's going on?"
"That's good shit, Javier.","good job, Javier."
How pathetic.,how sad.
Who the shit is that?,isn't that Barry?
"And he found himself suddenly spitting the question at the boy over and over, like an idiot litany that would save him from whatever fate was coming for him out of the darkness like a black express freight.","and all of a sudden he found himself wondering the same thing over and over again, like some kind of self-deprecating litany that might shield him from the fate that awaits him as a black express ship in the dark."
"What the fuck, dude?","what was that, man?"
"The railroads built this damn country, buddy.","the railroad built this country, man."
"Fucking A, that's great.","oh, that's great."
"And Marylin knows him. No, you idiot.",and Marylin knows him.
"Or ""Oh, yeah, I just had a swim."" Fuck you!","or ""Yeah, I was swimming right now."""
Where the fuck is that kid going?,where's the baby going?
That asshole gets a lot of money!,that's a lot of money.
Where's my damn daughter?,where's my daughter?
Usual shit.,common stuff.
"I'd choose someone better, you loser",I would have chosen someone better.
"Crap, you know what?",you know what?
Nobody here! - Disgusting,there's no one here!
What the fuck are you looking at?,what are you looking at?
What the fuck are you doing?,what are you doing here?
It's always the same Fuck!,it's still the same.
Where'd you learn that shit?,where'd you learn this?
"Oh, shit !","oh, my God."
How the fuck are you?,how are you doing?
You're screwed.,you're done.
Fuck. No one wants to see Proctor go down more than her.,no one is eager to get Proctor more than she does.
Damn... I'm guessing more than ten kilos... fuck.,I think he's more than 10 pounds!
Leave your goddamn hula shirts at home.,the strapless shirts leave at home this time
"Don Zequiel, damn you!",don Ezequiel!
How the fuck do you defend yourself?,"and when they attack you, how do you defend yourself?"
"If it were not important, I would not ask you, really. hanged up, damn it!","if it wasn't important, I wouldn't ask you to."
And who's this asshole?,who's this guy?
"We got no time for this shit, Mack.","we don't have time for this, Mack."
"Fuck, it's my parents!",they're my parents!
"All I'm saying, Dad, is I'm surprised you took him on...is all. What are you saying, you silly bitch?","all I'm saying, Dad, is that I'm surprised you hired him... that's all."
"No, seriously, I mean can you believe that shit?","seriously, would you believe that?"
"""There's enough shit in here to fuck Cohaagen good — and that's what I'm planning to do.","""I've got plenty to go around with Cohaagen-and that's what I'm planning."
Fuck! He's gone.,he's gone.
Crap. It's Gray.,it's Gray calling.
I was happy for the kid after I heard that shit.,I was so happy when I heard he had done it.
"Nurse Jackie, I like that shit.",I love that Nurse Jackie.
Give me a pot of coffee and I'll go all night with this fool.,"I can handle a cup of coffee, and I'll take the night with the posterity."
"Hey, where the fuck you goin', man?","hey, where are you going?"
"This guy ain't going nowhere. Oh, shit!",this guy's not going anywhere.
A-And would you believe this shit?,and would you believe it?
I don't think I've ever seen a more beautiful piece of shit.,I don't think he's ever seen anything more beautiful.
"""The smiling fool.""","""they're smiling dreamers."""
"Fuck you, Dewey!","come on, Dewey!"
That shit is rare.,really rare...
We don't take orders. Bullshit.,we don't follow orders.
"I don't even have a wedding dress, stupid.","but I don't even have a wedding dress, a catch."
"Man, look at this shit!","dude, look at this!"
"SHANE: What good's your $15 million now, asshole?",how do you like 15 million now?
“It’s sure easy for you shanks to sit here and talk about something you’re stupid on.,"""sure, sure, it's easy for you to sit here and talk about something you don't know about."
Just admit it. Idiot.,just admit it.
"To impress me, Slick, do your fucking job.","if you want to impress me, dude, just do your job."
"You know your shit, Marty.","you know your trade, Marty."
"I don't know, what you want to do about your shit..",I don't know what you want to do.
"I didn't come here for your shit, Siobhan.","I didn't come here to listen to you, Siobhan."
Shut up! Is your life better or worse than before I hired you?,are you getting better or worse when I hired you?
"""Sergey, nobody's that stupid.""","""Sergei, there's no one else."""
"Bullshit! If Huang loves her, why did he leave her alone?","if Huang loves her, then why did he leave her?"
I want the name of the shooter you motherfuckers used on that priest!,I want the name of the man you sent for the priest.
We should have gone back a long time ago. Fuck off!,we should have come back a long time ago.
She was looking at our shit.,she was snooping on our stuff.
I've never been gladder to see my stupid big brother.,I've never seen my older brother so fond.
Nearly every woman I know is looking for the same dumb-ass thing.”,nearly all the women I know are looking for the same thing.'
"A lousy fuck. My client deserves double that, and you know it. Fuck you.","my client deserves double, and you know it."
Who the fuck sent you?,who sent you?
Save your breath. - Damn.,save your breath.
"What a week, shit.",that was a week.
That shit is too much work.,it's too much of a struggle.
It was your fucking buddies who had no money.,your friends didn't have the money.
So she broke it off with him. Fuck.,so she broke up with him.
Marsten thought he smelled you and the bitch.,Marsten thought he felt you.
What the fuck you smiling for?,what are you laughing about?
You bastard. -You changed tactics on me!,you changed your tactics!
And that stupid song?,what about the dull song?
They never told my lawyer about this shit.,my attorney didn't know about it.
That shit's an investment.,it's an investment.
You just donated a damn kidney.,you've donated a kidney recently.
SPIDER: Who bought this shit for you? Your dad?,did your father buy you that?
Now you got your goddamn unions.,but now you have your union...
Where the fuck you going?,where are you going?
None of us chose this shit.,no one chose this.
What the fuck do you care?,what do you care?
What is this shit?,what is he?
You expect us to believe this garbage?,are we supposed to believe this?
"What the fuck are you doing, man?","what are you doing, man?"
Fucking underboss of a Five Families family.,the deputy leader of five families.
"Ow, fuck.","oh, God."
Bullshit! This is Randy Weltzer's house.,this is Randy Weltzer's house.
That's just one of her stupid guest lists.,that's one of those guest lists.
You should have seen the look on that fuck's face.,you should have seen the look on his face.
You been selling my shit?,you're selling my stuff?
"I can't even remember the last time I went to a show. - Fuck, man.",and I don't even remember the last time I played.
"What the fuck, man?!","what are you doing, man?"
You seem you favor their fucking company.,you look like you're enjoying their company.
"I'm here to tell you that that's shit, and you shouldn't be presenting it.",I'm here to tell you that you're not supposed to show this one.
You've a brain; even these idiots can prepare a wall.,even the titters can set up a wall.
That doesn't mean their reasons aren't stupid as shit!,that doesn't mean they're not their reasons.
"For Christ sakes, can I please get a cup of water ? - shut up, goddam civilian !","for Christ's sake, can I please get a cup of water?"
"""My God, no, you imbecile!","""oh, my God, no!"
Fucking Christ.,"oh, my God."
"Oh, shit!","oh, my God!"
Stupid to spend money you do not have.,it's bad luck to spend money that you don't yet.
"You ready for this shit, my dear brother?","do you want to be prepared, my dear brother?"
Dumb!!,come on!
We would have made so much money on that shit.,we'd make a hell of a lot of money.
"Morlock, do you know somebody named Crow? You heartless bitch!","Morlock, do you know anyone named Crow?"
"You know, we have to consider interplanetary security, Doctor. Damn it, Senator!","we mustn't forget about interplanetary security, doctor."
Which means now I have to go back to that stupid Transport Association meeting.,that means I have to go to a meeting with the Transport Association.
Pig!,bacon!
"Boy, you actually believe in that shit?",you really believe that?
"Shut up, everybody!","quiet, everyone!"
"Thank you, guy with the fucked-up knee.",thanks for a guy with a broken knee.
"Stupid idiot! Yeah, well, nevertheless, uh, the Powers are looking for you, and I had to, uh, well, tell 'em where you live, so--","sure, but, uh, they're looking for you, and I had to tell them, uh, where do you live, so--"
"Fuck off! - I work here, remember?","I work here, remember?"
"Shit, nigga, you lend me this money, we gonna call it ""I like Mike.""","lend me the money and we can call her ""I like Mike."""
"Oh fuck, that's my accountant.","oh, my God, that's my accountant."
Key made a big mistake marrying that loser.,key made a big mistake taking the zero.
I cannnnot wait for this shit to be donne.,I can't wait for this to be over.
Still hungry! Shut up!,I'm still hungry!
I wanna talk to that son of a bitch.,I want to talk to him.
Fucking gringo! One of those was my cousin!,one of them was my cousin!
What kind of a dumb name is that?,what kind of name is that?
What the fuck did you marry him for?,then why did you marry him?
There's your stupid dollar.,here's your dollar.
"Who gives a fuck, Jerry?","who cares, Jerry?"
That's your damn job.,that's your job.
Who says romance is dead? Fuck off.,who said romance was dead?
"Oh, dude, did you hear that fucking bullshit that Max Geldray is saying that potus is avoiding Selina?","hey, did you hear what Max Geldray told Max Geldray that President Selina was avoiding?"
The stupid guy I called to book this place didn't tell me they took off the basketball floor for a hockey game.,"the bad guy I called, he didn't tell me they were removing the basketball game for hockey."
"Leave me a message, - and I'll call you back. - Shit!",leave a message and I'll get back to you.
"Buddy, what the fuck is your problem?","dude, what is your problem?"
"Stupid girl, why have you come back?",why did you come back?
"Fuck! I repeat: pursue mission, Over and out,","I repeat, proceed to action."
"Well, you asshole-- You got the damn telegram on you. Take it out and look.","dude... you took the telegram to yourself, so take him out and take a look yourself."
"Stupid. Cody, on three.","Cody, on three."
"Daddy, she's-- - Shit!","dad, she's..."
Bullshit! Harry Green is just one of them.,Harry Green is just one of them.
But you didn't hear that shit from me.,you didn't hear it from me.
These girls are ridiculous.,these girls are meant to be.
Fuck you. I've never tasted anything like you.,I never tasted anything like that.
"Fuck, Jamie. You see how... angry I am with the... piece of office equipment that leaked this document?",you see how angry I am about the machine that released the document?
"Nigga, you better watch where the fuck you livin'.",you better watch where you live.
Y'all see this shit?,you see this?
I'm not talking about your fucking boyfriend.,I'm not talking about your friend.
Not this shit again.,"oh, no, not again."
"Shut up, Darryl.","quiet, Darryl."
"John, wait! Shit.","John, wait!"
How about all the shit you bought with it.,what about all the parts you didn't buy.
"Hey, coach, this Q.B. shit isjust too easy, man.","hey, Coach, this quarterback thing is too easy, man."
This fucking Queer... he's trying to take my deal.,he's trying to take over my business.
"God damn, Dad, you are tripping.","God, Dad, you're in on this."
Idiot! - I thought I closed it!,I thought they were closed!
"Fuck, its closed!",it's closed!
"This is dangerous shit, Dean.",that's dangerous.
Trust your senses and don't look this bitch in the eye!,trust your senses and don't look at the creature in the eye.
Who gonna play that? - Fuck.,and who's going to play?
"If I'm being honest, she looked like shit. Mm.","if I'm to be honest, she seemed desperate."
What is this shit?,what's in it?
What the fuck you doing?,what do you want to do?
People eat that shit up.,that's what people eat.
Get the fuck-- What are you talking about?,what are you talking about?
What? What the fuck are you talking about?,what are you talking about?
Shut up. Shut up!,"quiet, quiet!"
You're the goddamn quarterback for the Miami Sharks!,you're a quarterback at Miami Sharks!
"Listen, dear, we can talk it over-- - Fuck off!","listen, we can talk-- - Move!"
I've never seen a Torch that stupid before.,I've never seen a Torch like this.
That's good shit.,it's good.
Didn't we learn that lesson from Faye's mind-bogglingly stupid behavior tonight?,didn't we find out today because of Fayin's idiosyncratic behavior?
This shit's unacceptable!,this is unacceptable!
What would you say to that bullshit?,what would you say to these guys?
"Chloe, the whore next door.","Chloe, the runner-up is next door."
An idiot. You're a good man.,you're a good man.
Did Strike bought you that shit?,did Strike buy you that?
What's wrong with you idiots?,what's the matter with you?
"Damn, man.","oh, man."
"A moron? Darling, you did nothing wrong.","sweetheart, you didn't do anything wrong."
The main thing you need to do is keep your shit together.,the most important thing is you keep sticking together.
Their response? - Shit!,what was their response?
"That took a long time, the slow-witted fool.",that took him a long time.
"No, shit, dude. Yo, we're all dogs.","no, no, hey, we're guys."
Why do you watch this crap?,why do you look at the horror?
What the fuck's the matter with you?,what's going on with you?
"She's fucking with you, son.","he's talking to you, son."
"Bitch. Listen, let's do this so we don't have to listen to him bitch and moan.",we're gonna do it so we don't have to listen to him and call him.
What the fuck you doing?,what are you doing?
"What do you want to know, man? Shit.",what do you want to know?
"You're trying to put us back together, you son of a bitch.","you're trying to bring us back together, you one."
Fuck you! That's my entire life.,this is my whole life.
This is the same shit.,it's the same thing.
Where the fuck did you come from?,where'd you come from?
Fuck. That's right.,that's true.
"That's what you said last time, dipshit!",that's what you said last time.
Did you hear that? Shit!,did you hear that?
"Man, I don't believe this shit.",I don't believe it.
"'What the fuck, friends and neighbors.'","""that's all we can do, friends and neighbors."""
"Fuck! Can you believe that, Thomas?","can you believe it, Thomas?"
"Major Mountjoy-Standfast stared empty-eyed at the damn, damn map.","major Veselrost-Ryde stared blankly at the blank, vital map."
You're gonna be stupid and not do anything?,you're not gonna do anything?
"They treat their contract like shit, Howard.","they don't care about their contracts at all, Howard."
"That's what assholes do, Raylan.","it's what you do, Raylan."
An old foolwho's never around.,an old masonry that's never been here.
"We don't have time for this shit, man.",we don't have time for this.
"Shut up, shut up.","quiet, quiet."
"You said all you wanted was a DVD, Dumb fuck.",you said you only wanted a DVD.
Crap! Crap! Who is touching my things?!,who's touching my stuff?
Fucking you.,that was you.
"Now get your shit, let's go.",now get your stuff and let's go.
"For Christ's fucking sakes, shit happens!...","for God's sake, that's what happens!"
Don't let some stupid scandal make you run away,don't let any part-time scandal make you run away.
You always do shit.,you're always involved.
You can forget about the damn merchandising play.,you can forget about the merchandising.
And no stupid grocery questions.,and no bad food questions.
Do you have your shit together like anybody else?,"do you have everything in the shop, like everyone else?"
He's got unbelievable shit.,he's got incredible stuff.
"Shit changed, man.","things change, man."
I don't know why you're getting all excited about that crap.,I don't know what's so exciting about that.
Let the fucking commercial people fuck them around with their fucking cameras and the tourists.,let's get people from advertising agencies here with their cameras or tourists.
"Man, what are you talkin' shit for, man?","man, what are you talking about?"
"You know, that's enough of your crap.","you know, that's enough for you."
"Bye, bitches!",bye-bye!
"Fuck Porec. I don't have a passport, and I don't have money.",I don't have a passport and I don't even have money.
I don't know how you put up with this shit.,I don't know how you deal with this.
You girls eat like pigs.,you guys eat how you eat.
"Oh, fuck the insurance.",I don't care about insurance!
What the fuck are you talking about?,what are you talking about?
How stupid do we look?,how do we all look now?
There's no way that idiot was workin' alone.,there's no chance he's working alone.
Do you believe that crap yourself?,do you believe it yourself?
"No, no, no, motherfucker.","no, no, no, no, no."
"Well, did you see that goddamn kitchen?",did you see what the kitchen looks like?
You idiot! We've all been alone since 8 years!,we've all been on our own since 8th years!
What are we supposed to do with this crap?,what do we do with these things?
"Oh, Jesus fucking...","oh, for Christ's sake..."
"How do you like your stupid game now, Tom?","how do you like your game now, Tom?"
"Oh, fuck, Scotty, that is good news.","no, Scotty, that's great."
Who the fuck do you think you are making that shit up about me?,"who do you think you are, making up your mind about me?"
It's good shit.,it's good stuff.
"Oh, shit. You said ""boss.""","you said ""boss."""
"What the fuck, Richie?","what's up, Richie?"
Your call to the Doctor threatening the girl's life was stupid.,your phone call to the Doctor about the threat to the girl's life was unreasonable.
